,Restaurant,Category,Types,Items,Calories,Protein (g),Carbs (g),Sodium (mg),Sugars (g)
762,Mcdonalds,dessert,dessert & shakes,McFlurry with Kit Kat (Regular),580,13,85,190.0,73.0
763,Mcdonalds,dessert,dessert & shakes,Strawberry Shortcake Sundae,390,7,65,180.0,54.0
764,Mcdonalds,dessert,dessert & shakes,Birthday Cake Dipped Cone,170,5,27,70.0,20.0
765,Mcdonalds,dessert,dessert & shakes,Bacon Bits,70,7,1,320.0,1.0
766,Mcdonalds,dessert,dessert & shakes,Cookie Dough Ice Cream (1 scoop),330,5,40,125.0,29.0
767,Mcdonalds,dessert,dessert & shakes,Cherry and Creme Pie,290,3,35,160.0,14.0
768,Mcdonalds,dessert,dessert & shakes,Caramel Sundae Waffle Cone,420,8,78,190.0,50.0
769,Mcdonalds,dessert,dessert & shakes,Hot Fudge Sundae Compostable Packaging,330,8,46,160.0,40.0
770,Mcdonalds,dessert,dessert & shakes,Cinnamon Coffee Cake Muffin,450,4,67,380.0,39.0
771,Mcdonalds,dessert,dessert & shakes,Tuxedo Coffee Cake,0,0,0,0.0,0.0
772,Mcdonalds,dessert,dessert & shakes,Fried Guava Pie,210,2,35,140.0,16.0
773,Mcdonalds,dessert,dessert & shakes,Mixed Berry and Lemon Creme Pie,290,3,35,170.0,13.0
774,Mcdonalds,dessert,dessert & shakes,Chocolate Dipped Twist Ice Cream Cone,300,6,41,110.0,31.0
775,Mcdonalds,dessert,dessert & shakes,Baked Cherry and Creme Pie,290,3,35,160.0,14.0
776,Mcdonalds,dessert,dessert & shakes,Oreo McFlurry Sandwich,670,12,98,350.0,71.0
777,Mcdonalds,dessert,dessert & shakes,M&M McFlurry Sandwich,750,13,110,320.0,87.0
778,Mcdonalds,dessert,dessert & shakes,Hot Caramel Sundae Compostable Packaging,340,7,54,140.0,38.0
779,Mcdonalds,dessert,dessert & shakes,Strawberry Sundae Compostable Packaging,270,6,43,75.0,38.0
780,Mcdonalds,dessert,dessert & shakes,Netherland’s McFlurry Stroopwfel (Snack Size),480,9,81,230.0,57.0
781,Mcdonalds,dessert,dessert & shakes,Netherland’s McFlurry Stroopwafel (Regular),650,13,108,310.0,78.0
782,Mcdonalds,entrees,all day breakfast,Fruit ‘n Yogurt Parfait,210,6,40,75.0,28.0
783,Mcdonalds,entrees,all day breakfast,Sausage McMuffin with Egg,480,21,30,830.0,3.0
784,Mcdonalds,entrees,all day breakfast,Hotcakes and Sausage,780,16,103,880.0,45.0
785,Mcdonalds,entrees,all day breakfast,Sausage Burrito,300,13,26,780.0,2.0
786,Mcdonalds,entrees,all day breakfast,Egg McMuffin,300,17,30,760.0,3.0
787,Mcdonalds,entrees,all day breakfast,"Bacon, Egg & Cheese Biscuit",450,18,40,1300.0,3.0
788,Mcdonalds,entrees,all day breakfast,Sausage Biscuit,460,11,36,1050.0,3.0
789,Mcdonalds,entrees,all day breakfast,Sausage Biscuit with Egg,530,17,38,1140.0,3.0
790,Mcdonalds,entrees,all day breakfast,"Bacon, Egg & Cheese McGriddles",420,18,45,1240.0,15.0
791,Mcdonalds,entrees,all day breakfast,Sausage McGriddles,430,11,42,990.0,15.0
792,Mcdonalds,entrees,all day breakfast,"Sausage, Egg & Cheese McGriddles",550,20,45,1290.0,15.0
793,Mcdonalds,entrees,all day breakfast,Hotcakes,590,9,102,600.0,45.0
794,Mcdonalds,entrees,all day breakfast,Hash Browns,150,1,16,320.0,0.0
795,Mcdonalds,entrees,all day breakfast,Sausage McMuffin,400,14,29,760.0,3.0
796,Mcdonalds,entrees,happy meal – protein,Hamburger,250,13,31,480.0,6.0
797,Mcdonalds,entrees,happy meal – protein,Chicken McNuggets (6 piece),270,15,16,510.0,0.0
798,Mcdonalds,entrees,happy meal – protein,Chicken McNuggets (4 piece),180,10,11,340.0,0.0
799,Mcdonalds,sides,happy meal – side,Apple Sides,15,0,4,0.0,3.0
800,Mcdonalds,sides,happy meal – side,Go-GURT Strawberry Flavored Low Fat Yogurt Tube,45,2,7,30.0,5.0
801,Mcdonalds,entrees,happy meal – drinks,Dasani Water,0,0,0,0.0,0.0
802,Mcdonalds,entrees,happy meal – drinks,1% Low Fat Milk Jug,100,8,12,125.0,12.0
803,Mcdonalds,entrees,happy meal – drinks,Honest Kids Appley Ever After (Box 6 fl oz Drink Box),35,0,9,10.0,8.0
804,Mcdonalds,entrees,mccafé® bakery,Baked Hot Apple Pie,240,2,35,95.0,16.0
805,Mcdonalds,entrees,mccafé® bakery,Chocolate Chip Cookie,160,2,22,90.0,14.0
806,Mcdonalds,entrees,mccafé® bakery,Oatmeal Raisin Cookie,140,2,22,125.0,11.0
807,Mcdonalds,entrees,mccafé® bakery,Cinnamon Sugar Donut Stick 1/2 Dozen (6 Piece),280,6,34,260.0,9.0
808,Burger-king,entrees,whopper® sandwiches,WHOPPER® Sandwich,660,28,49,980.0,11.0
809,Burger-king,entrees,whopper® sandwiches,WHOPPER® Sandwich with Cheese,740,32,50,1340.0,11.0
810,Burger-king,entrees,whopper® sandwiches,Bacon Cheese WHOPPER® Sandwich,790,35,50,1560.0,11.0
811,Burger-king,entrees,whopper® sandwiches,DOUBLE WHOPPER® Sandwich,900,48,49,1050.0,11.0
812,Burger-king,entrees,whopper® sandwiches,DOUBLE WHOPPER® Sandwich with Cheese,980,52,50,1410.0,11.0
813,Burger-king,entrees,whopper® sandwiches,TRIPLE WHOPPER® Sandwich,1130,67,49,1120.0,11.0
814,Burger-king,entrees,whopper® sandwiches,TRIPLE WHOPPER® Sandwich with Cheese,1220,71,50,1470.0,11.0
815,Burger-king,entrees,whopper® sandwiches,WHOPPER JR.® Sandwich,310,13,27,390.0,7.0
816,Burger-king,entrees,flame broiled burgerseval,BACON KING™ Sandwich,1150,61,49,2150.0,10.0
817,Burger-king,entrees,flame broiled burgerseval,Single Quarter Pound KING™ Sandwich,580,32,49,1310.0,10.0
818,Burger-king,entrees,flame broiled burgerseval,Double Quarter Pound KING™ Sandwich,900,56,50,1740.0,11.0
819,Burger-king,entrees,flame broiled burgerseval,Big King XL,980,56,51,1660.0,11.0
820,Burger-king,entrees,flame broiled burgerseval,Single STACKER KING™,700,35,48,1360.0,10.0
821,Burger-king,entrees,flame broiled burgerseval,Double STACKER KING™,1050,61,49,1870.0,11.0
822,Burger-king,entrees,flame broiled burgerseval,Triple STACKER KING™,1370,85,51,2300.0,11.0
823,Burger-king,entrees,flame broiled burgerseval,SOURDOUGH KING™,920,52,52,1410.0,12.0
824,Burger-king,entrees,flame broiled burgerseval,Hamburger,240,13,26,380.0,6.0
825,Burger-king,entrees,flame broiled burgerseval,Cheeseburger,280,15,27,560.0,7.0
826,Burger-king,entrees,flame broiled burgerseval,Double Cheeseburger,390,21,27,590.0,7.0
827,Burger-king,entrees,flame broiled burgerseval,Extra Long Cheeseburger,630,29,45,1050.0,9.0
828,Burger-king,entrees,flame broiled burgerseval,Bacon Cheeseburger,320,17,27,710.0,7.0
829,Burger-king,entrees,flame broiled burgerseval,Bacon Double Cheeseburger,420,25,27,740.0,7.0
830,Burger-king,entrees,chicken & more,Grilled Chicken Sandwich,430,40,43,870.0,11.0
831,Burger-king,entrees,chicken & more,Crispy Chicken Sandwich,670,23,54,1080.0,8.0
832,Burger-king,entrees,chicken & more,Spicy Crispy Chicken Sandwich,700,25,57,1140.0,8.0
833,Burger-king,entrees,chicken & more,Original Chicken Sandwich,660,28,48,1170.0,5.0
834,Burger-king,entrees,chicken & more,Bacon Cheese Crispy Chicken Sandwich,800,30,55,1650.0,8.0
835,Burger-king,entrees,chicken & more,Crispy Chicken Jr.,450,12,34,780.0,5.0
836,Burger-king,entrees,chicken & more,Spicy Crispy Chicken Jr.,390,12,37,740.0,6.0
837,Burger-king,entrees,chicken & more,Chicken Nuggets – 4pc,170,8,11,310.0,0.0
838,Burger-king,entrees,chicken & more,Chicken Nuggets – 6pc,260,12,16,470.0,0.0
839,Burger-king,entrees,chicken & more,Chicken Nuggets – 10pc,430,20,27,780.0,0.0
840,Burger-king,entrees,chicken & more,Chicken Nuggets – 20pc,860,39,53,1570.0,1.0
841,Burger-king,entrees,chicken & more,Spicy Chicken Nuggets – 4pc.,210,8,11,570.0,0.0
842,Burger-king,entrees,chicken & more,Spicy Chicken Nuggets – 6pc.,320,12,17,850.0,0.0
843,Burger-king,entrees,chicken & more,Spicy Chicken Nuggets – 10pc.,430,20,28,780.0,1.0
844,Burger-king,entrees,chicken & more,Spicy Chicken Nuggets – 20pc.,1050,40,56,2840.0,1.0
845,Burger-king,entrees,chicken & more,Crispy Chicken Tenders – 2pc (no sauce),270,18,22,1010.0,0.0
846,Burger-king,entrees,chicken & more,Crispy Chicken Tenders – 3pc (no sauce),410,27,33,1510.0,0.0
847,Burger-king,entrees,chicken & more,Crispy Chicken Tenders – 4pc (no sauce),540,36,44,2010.0,1.0
848,Burger-king,entrees,chicken & more,Chicken Fries – 9 pc.,280,13,20,850.0,1.0
849,Burger-king,entrees,chicken & more,BIG FISH™ Sandwich,510,16,51,1180.0,7.0
850,Burger-king,entrees,chicken & more,BK VEGGIE® Burger,390,21,41,980.0,9.0
851,Burger-king,entrees,king jr™ meals,Kids Oatmeal,510,4,51,1180.0,7.0
852,Burger-king,entrees,king jr™ meals,Chicken Nuggets – 4pc,170,8,11,310.0,0.0
853,Burger-king,entrees,king jr™ meals,Chicken Nuggets – 6pc,260,12,16,470.0,0.0
854,Burger-king,entrees,king jr™ meals,Hamburger,240,13,26,380.0,6.0
855,Burger-king,entrees,king jr™ meals,Cheeseburger,280,15,27,560.0,7.0
856,Burger-king,entrees,king jr™ meals,Mott’s® Natural Applesauce,50,0,13,0.0,11.0
857,Burger-king,entrees,king jr™ meals,Fat FREE Milk (8 fl oz),90,9,13,125.0,12.0
858,Burger-king,entrees,king jr™ meals,1% Low Fat Chocolate Milk (8 fl oz),160,8,26,150.0,25.0
859,Burger-king,entrees,king jr™ meals,Capris Sun® 100% Apple Juice,80,0,20,25.0,20.0
860,Burger-king,entrees,king jr™ meals,PB&J Jamwich,300,11,33,290.0,11.0
861,Burger-king,entrees,king jr™ meals,Soft Serve Cone,190,5,32,150.0,24.0
862,Burger-king,sides,salads & sides,Garden Chicken Salad with Grilled Chicken – no dressing,350,43,16,820.0,5.0
863,Burger-king,sides,salads & sides,Garden Chicken Salad with Crispy Chicken – no dressing,440,25,31,930.0,4.0
864,Burger-king,sides,salads & sides,Club Salad with Grilled Chicken – no dressing,450,48,16,1270.0,5.0
865,Burger-king,sides,salads & sides,Club Salad with Crispy Chicken – no dressing,540,31,31,1380.0,5.0
866,Burger-king,sides,salads & sides,Garden Side Salad – w/o dressing,60,4,3,95.0,2.0
867,Burger-king,sides,salads & sides,Ken’s Ranch Dressing,260,1,2,240.0,2.0
868,Burger-king,sides,salads & sides,Ken’s Golden Italian Dressing,160,0,4,380.0,3.0
869,Burger-king,sides,salads & sides,Ken’s Lite Honey Balsamic Vinaigrette,120,0,14,220.0,11.0
870,Burger-king,sides,salads & sides,Buttery Garlic Croutons – Packet,60,1,9,180.0,1.0
871,Burger-king,sides,salads & sides,Onion Rings – value,150,1,19,400.0,2.0
872,Burger-king,sides,salads & sides,Onion Rings – small,320,3,41,840.0,4.0
873,Burger-king,sides,salads & sides,Onion Rings – medium,410,4,53,1080.0,5.0
874,Burger-king,sides,salads & sides,Onion Rings – large,500,5,64,1310.0,7.0
875,Burger-king,sides,salads & sides,Cheesy Tots (8 pc),310,9,34,780.0,0.0
876,Burger-king,sides,salads & sides,French Fries – value (unsalted),220,2,34,210.0,1.0
877,Burger-king,sides,salads & sides,French Fries – small (unsalted),320,4,49,300.0,1.0
878,Burger-king,sides,salads & sides,French Fries – medium (unsalted),380,4,58,360.0,1.0
879,Burger-king,sides,salads & sides,French Fries – large (unsalted),430,5,66,410.0,2.0
880,Burger-king,entrees,breakfast,CROISSAN’WICH® Egg & Cheese,340,12,29,610.0,4.0
881,Burger-king,entrees,breakfast,"CROISSAN’WICH® Sausage, Egg & Cheese",500,19,30,930.0,4.0
882,Burger-king,entrees,breakfast,"CROISSAN’WICH® Ham, Egg & Cheese",370,17,30,1030.0,5.0
883,Burger-king,entrees,breakfast,"CROISSAN’WICH® Bacon, Egg & Cheese",370,14,30,760.0,4.0
884,Burger-king,entrees,breakfast,Fully Loaded CROISSAN’WICH®,610,28,31,1680.0,5.0
885,Burger-king,entrees,breakfast,Double CROISSAN’WICH® with Sausage & Bacon,580,23,31,1260.0,5.0
886,Burger-king,entrees,breakfast,Double CROISSAN’WICH® with Sausage,710,29,31,1420.0,5.0
887,Burger-king,entrees,breakfast,Double CROISSAN’WICH® with Ham & Sausage,580,27,31,1530.0,5.0
888,Burger-king,entrees,breakfast,Fully Loaded Biscuit,640,28,31,2190.0,4.0
889,Burger-king,entrees,breakfast,"Ham, Egg, & Cheese Biscuit",400,17,29,1550.0,3.0
890,Burger-king,entrees,breakfast,"Sausage, Egg, & Cheese Biscuit",400,19,29,1440.0,3.0
891,Burger-king,entrees,breakfast,"Bacon, Egg, & Cheese Biscuit",400,13,29,1270.0,3.0
892,Burger-king,entrees,breakfast,Sausage Biscuit,420,12,28,1050.0,2.0
893,Burger-king,entrees,breakfast,Breakfast Burrito Jr. ,370,15,27,930.0,2.0
894,Burger-king,entrees,breakfast,EGG-NORMOUS BURRITO™,940,38,68,2460.0,5.0
895,Burger-king,entrees,breakfast,BK™ Ultimate Breakfast Platter,1230,29,122,2550.0,33.0
896,Burger-king,entrees,breakfast,NY Ultimate Breakfast Platter (Regional menu item),900,25,95,1760.0,31.0
897,Burger-king,entrees,breakfast,Pancake and Sausage platter,610,12,72,1010.0,30.0
898,Burger-king,entrees,breakfast,Hash Browns – small,250,2,24,580.0,0.0
899,Burger-king,entrees,breakfast,Hash Browns – medium,500,4,48,1140.0,0.0
900,Burger-king,entrees,breakfast,Hash Browns – large,670,5,65,1530.0,0.0
901,Burger-king,entrees,breakfast,French Toast Sticks (3 piece),230,3,29,260.0,8.0
902,Burger-king,entrees,breakfast,French Toast Sticks (5 piece),380,5,49,430.0,13.0
903,Burger-king,dessert,desserts,Dutch Apple Pie,340,3,51,310.0,25.0
904,Burger-king,dessert,desserts,HERSHEY®’s Sundae Pie,310,3,32,220.0,22.0
905,Burger-king,dessert,desserts,Pie made with TWIX®,370,4,45,330.0,30.0
906,Burger-king,dessert,desserts,OREO® Cookie Cheesecake,350,6,41,310.0,25.0
907,Burger-king,dessert,desserts,Soft Serve Cone,190,5,32,150.0,24.0
908,Burger-king,dessert,desserts,Soft Serve Cup,170,5,28,150.0,24.0
909,Burger-king,dessert,desserts,HERSHEY®’s Chocolate Sundae,260,5,49,160.0,43.0
910,Burger-king,dessert,desserts,Caramel Sundae,240,5,42,210.0,15.0
911,Burger-king,dessert,desserts,Chocolate Chip Cookies (each),160,2,24,125.0,15.0
912,Burger-king,dessert,desserts,Cookie Made with M&M’s® Chocolate Candies (each),160,2,24,110.0,15.0
913,Burger-king,dessert,desserts,Cini Minis (4pc) (with frosting),410,7,66,500.0,29.0
914,Burger-king,beverages,beverages,Fat FREE Milk (8 fl oz),90,9,13,125.0,12.0
915,Burger-king,beverages,beverages,1% Low Fat Chocolate Milk (8 fl oz),160,8,26,150.0,25.0
916,Burger-king,beverages,beverages,Smoothie: Strawberry Banana 16 fl oz,310,4,71,55.0,50.0
917,Burger-king,beverages,beverages,Oreo® Shake,720,16,118,540.0,98.0
918,Burger-king,beverages,beverages,Chocolate Oreo® Shake,740,17,121,680.0,101.0
919,Burger-king,beverages,beverages,Vanilla Shake made with M&M’s® Chocolate Candies,780,17,128,490.0,111.0
920,Burger-king,beverages,beverages,Chocolate Shake made with M&M’s® Chocolate Candies,840,17,144,510.0,124.0
921,Burger-king,beverages,beverages,Vanilla Milk Shake,580,14,98,420.0,85.0
922,Burger-king,beverages,beverages,HERSHEY®’S Chocolate Milk Shake,610,14,103,500.0,8.0
923,Burger-king,beverages,beverages,Strawberry Milk Shake,640,14,113,440.0,99.0
924,Burger-king,beverages,coca cola classic®,16 fl oz,210,0,58,50.0,58.0
925,Burger-king,beverages,coca cola classic®,20 fl oz,270,0,73,60.0,73.0
926,Burger-king,beverages,coca cola classic®,29 fl oz,390,0,105,85.0,105.0
927,Burger-king,beverages,coca cola classic®,38 fl oz,510,0,138,115.0,138.0
928,Burger-king,beverages,diet coke®eval,16 fl oz,0,0,0,70.0,0.0
929,Burger-king,beverages,sprite®,16 fl oz,210,0,56,95.0,56.0
930,Burger-king,beverages,sprite®,20 fl oz,260,0,70,120.0,70.0
931,Burger-king,beverages,sprite®,29 fl oz,380,0,102,170.0,102.0
932,Burger-king,beverages,sprite®,38 fl oz,500,0,133,230.0,133.0
933,Burger-king,beverages,dr. pepper®,16 fl oz,190,0,52,60.0,51.0
934,Burger-king,beverages,dr. pepper®,20 fl oz,240,0,65,75.0,64.0
935,Burger-king,beverages,dr. pepper®,29 fl oz,350,0,94,105.0,93.0
936,Burger-king,beverages,dr. pepper®,38 fl oz,450,0,124,140.0,121.0
937,Burger-king,beverages,barq’s root beer®,16 fl oz,240,0,65,100.0,65.0
938,Burger-king,beverages,barq’s root beer®,20 fl oz,300,0,81,120.0,81.0
939,Burger-king,beverages,barq’s root beer®,29 fl oz,430,0,118,180.0,118.0
940,Burger-king,beverages,barq’s root beer®,38 fl oz,570,0,155,230.0,155.0
941,Burger-king,beverages,cherry coke®,16 fl oz,220,0,61,51.0,61.0
942,Burger-king,beverages,cherry coke®,20 fl oz,280,0,76,70.0,76.0
943,Burger-king,beverages,cherry coke®,29 fl oz,410,0,110,100.0,110.0
944,Burger-king,beverages,cherry coke®,38 fl oz,540,0,145,130.0,145.0
945,Burger-king,beverages,fanta® orange,16 fl oz,230,0,62,60.0,61.0
946,Burger-king,beverages,fanta® orange,20 fl oz,280,0,77,70.0,77.0
947,Burger-king,beverages,fanta® orange,29 fl oz,410,0,113,105.0,111.0
948,Burger-king,beverages,fanta® orange,38 fl oz,540,0,148,135.0,146.0
949,Burger-king,beverages,hi-c® fruit punch,16 fl oz,220,0,62,75.0,60.0
950,Burger-king,beverages,hi-c® fruit punch,20 fl oz,280,0,77,95.0,75.0
951,Burger-king,beverages,hi-c® fruit punch,29 fl oz,410,0,111,135.0,109.0
952,Burger-king,beverages,hi-c® fruit punch,38 fl oz,530,0,146,180.0,143.0
953,Burger-king,beverages,minute maid® light lemonade,16 fl oz,10,0,3,60.0,0.0
954,Burger-king,beverages,minute maid® light lemonade,20 fl oz,10,0,4,70.0,0.0
955,Burger-king,beverages,minute maid® light lemonade,29 fl oz,15,0,5,105.0,0.0
956,Burger-king,beverages,minute maid® light lemonade,38 fl oz,20,0,7,135.0,0.0
957,Burger-king,beverages,sweet tea,20 fl oz,120,0,35,0.0,35.0
958,Burger-king,beverages,sweet tea,29 fl oz,160,0,49,0.0,49.0
959,Burger-king,beverages,sweet tea,40 fl oz,240,0,71,0.0,71.0
960,Burger-king,beverages,unsweetened tea,20 fl oz,120,0,0,0.0,0.0
961,Burger-king,beverages,unsweetened tea,29 fl oz,160,0,0,0.0,0.0
962,Burger-king,beverages,unsweetened tea,40 fl oz,240,0,0,0.0,0.0
963,Burger-king,beverages,capri sun® 100% apple juice,1 pouch,80,0,20,25.0,20.0
964,Burger-king,beverages,minute maid® orange juice,10 fl oz,140,2,33,20.0,30.0
965,Burger-king,beverages,frozen coke® ,16 oz,130,0,35,50.0,35.0
966,Burger-king,beverages,bk® café coffee,12 fl oz,0,0,0,0.0,0.0
967,Burger-king,beverages,bk® café coffee,16 fl oz,0,0,0,0.0,0.0
968,Burger-king,beverages,bk® café coffee,20 fl oz,0,0,0,0.0,0.0
969,Burger-king,beverages,bk® café decaf coffee,12 fl oz,0,0,0,0.0,0.0
970,Burger-king,beverages,bk® café decaf coffee,16 fl oz,0,0,0,0.0,0.0
971,Burger-king,beverages,bk® café decaf coffee,20 fl oz,0,0,0,0.0,0.0
972,Burger-king,beverages,bk® café iced vanilla coffee,12 fl oz,150,1,21,30.0,21.0
973,Burger-king,beverages,bk® café iced vanilla coffee,16 fl oz,200,2,27,40.0,27.0
974,Burger-king,beverages,bk® café iced vanilla coffee,20 fl oz,260,2,34,50.0,34.0
975,Burger-king,beverages,bk® café iced mocha coffee,12 fl oz,180,2,27,40.0,27.0
976,Burger-king,beverages,bk® café iced mocha coffee,16 fl oz,240,2,35,55.0,32.0
977,Burger-king,beverages,bk® café iced mocha coffee,20 fl oz,300,3,45,70.0,41.0
978,Burger-king,beverages,bk® café mocha frappe,12 fl oz,300,7,50,200.0,41.0
979,Burger-king,beverages,bk® café mocha frappe,16 fl oz,400,9,68,270.0,58.0
980,Burger-king,beverages,bk® café mocha frappe,20 fl oz,510,12,87,350.0,71.0
981,Burger-king,beverages,bk® café caramel frappe,12 fl oz,300,7,50,210.0,41.0
982,Burger-king,beverages,bk® café caramel frappe,16 fl oz,400,9,68,280.0,56.0
983,Burger-king,beverages,bk® café caramel frappe,20 fl oz,500,11,86,350.0,71.0
984,chick-fil-a,entrees,breakfast,"Bacon, Egg & Cheese Biscuit",500,21,43,1370.0,21.59297124600639
985,chick-fil-a,entrees,breakfast,Biscuit,310,5,41,700.0,21.59297124600639
986,chick-fil-a,entrees,breakfast,Chick-n-Minis: 3 count,280,16,31,640.0,21.59297124600639
987,chick-fil-a,entrees,breakfast,Chicken Biscuit,440,17,47,1240.0,21.59297124600639
988,chick-fil-a,entrees,breakfast,Chicken Breakfast Burrito,450,24,43,990.0,21.59297124600639
989,chick-fil-a,entrees,breakfast,"Chicken, Egg & Cheese Bagel",480,29,49,1230.0,21.59297124600639
990,chick-fil-a,entrees,breakfast,Cinnamon Cluster,430,7,63,240.0,21.59297124600639
991,chick-fil-a,entrees,breakfast,Hash Browns,280,3,25,410.0,21.59297124600639
992,chick-fil-a,entrees,breakfast,Sausage Biscuit,590,16,42,1250.0,21.59297124600639
993,chick-fil-a,entrees,breakfast,Sausage Breakfast Burrito,510,23,40,970.0,21.59297124600639
994,chick-fil-a,entrees,breakfast,Yogurt Parfait,230,6,44,60.0,21.59297124600639
995,chick-fil-a,entrees,breakfast,Yogurt Parfait with Chocolate Cookie Crumbs,240,7,47,75.0,21.59297124600639
996,chick-fil-a,entrees,breakfast,Yogurt Parfait with Granola,290,7,54,70.0,21.59297124600639
997,chick-fil-a,entrees,classics,Chargrilled Chicken Club Sandwich,410,37,39,1460.0,21.59297124600639
998,chick-fil-a,entrees,classics,Chargrilled Chicken Sandwich,300,29,38,1120.0,21.59297124600639
999,chick-fil-a,entrees,classics,Chick-n-Strips: 4 count,500,47,24,1630.0,21.59297124600639
1000,chick-fil-a,entrees,classics,Chicken Deluxe Sandwich,500,35,43,1630.0,21.59297124600639
1001,chick-fil-a,entrees,classics,Chicken Salad Sandwich,500,29,52,1240.0,21.59297124600639
1002,chick-fil-a,entrees,classics,Chicken Sandwich,430,31,39,1370.0,21.59297124600639
1003,chick-fil-a,entrees,classics,Nuggets: 12-count,400,42,18,1480.0,21.59297124600639
1004,chick-fil-a,entrees,classics,Spicy Chicken Deluxe Sandwich,580,36,48,1880.0,21.59297124600639
1005,chick-fil-a,entrees,classics,Spicy Chicken Sandwich,490,31,46,1730.0,21.59297124600639
1006,chick-fil-a,dessert,desserts,Chocolate Milkshake:Large,750,16,113,520.0,21.59297124600639
1007,chick-fil-a,dessert,desserts,Cookie & Cream Milkshake:Large,700,17,100,550.0,21.59297124600639
1008,chick-fil-a,dessert,desserts,Fudge Nut Brow nie,370,5,45,180.0,21.59297124600639
1009,chick-fil-a,dessert,desserts,Icecream:cone,170,5,31,115.0,21.59297124600639
1010,chick-fil-a,dessert,desserts,Lemon Pie,360,6,58,290.0,21.59297124600639
1011,chick-fil-a,dessert,desserts,Peach Milkshake: Large,850,15,153,540.0,21.59297124600639
1012,chick-fil-a,dessert,desserts,Straw berry Milkshake: Large,770,16,118,530.0,21.59297124600639
1013,chick-fil-a,dessert,desserts,Vanilla Milkshake: Large,660,16,91,510.0,21.59297124600639
1014,chick-fil-a,beverages,drinks,100% Colombian Coffee: Large,5,1,0,10.0,21.59297124600639
1015,chick-fil-a,beverages,drinks,Chocolate Milk,160,6,21,190.0,21.59297124600639
1016,chick-fil-a,beverages,drinks,Coca-Cola: Large,250,0,69,25.0,21.59297124600639
1017,chick-fil-a,beverages,drinks,Dasani Bottled Water,0,0,0,0.0,21.59297124600639
1018,chick-fil-a,beverages,drinks,Diet Coke: Large,5,0,0,10.0,21.59297124600639
1019,chick-fil-a,beverages,drinks,Diet Lemonade: Large,30,0,11,15.0,21.59297124600639
1020,chick-fil-a,beverages,drinks,Dr. Pepper: Larger,260,0,70,90.0,21.59297124600639
1021,chick-fil-a,beverages,drinks,Iced Tea- Sweetened: Large,220,0,57,15.0,21.59297124600639
1022,chick-fil-a,beverages,drinks,Iced Tea- Unsweetened: Large,0,0,0,20.0,21.59297124600639
1023,chick-fil-a,beverages,drinks,Lemonade: Large,350,0,92,15.0,21.59297124600639
1024,chick-fil-a,beverages,drinks,Milk,110,7,12,115.0,21.59297124600639
1025,chick-fil-a,beverages,drinks,Minute Maid Apple Juice Box,100,0,23,15.0,21.59297124600639
1026,chick-fil-a,beverages,drinks,Orange Juice,140,2,33,0.0,21.59297124600639
1027,chick-fil-a,sides,salads,Chargrilled & Fruit Salad,230,22,23,650.0,21.59297124600639
1028,chick-fil-a,sides,salads,Chargrilled Chicken Garden Salad,180,22,11,650.0,21.59297124600639
1029,chick-fil-a,sides,salads,Chick-n-Strip Salad,470,41,27,1340.0,21.59297124600639
1030,chick-fil-a,sides,salads,Garlic and Butter Croutons,60,1,9,150.0,21.59297124600639
1031,chick-fil-a,sides,salads,Honey Roasted Sunflower Kernels,90,2,4,55.0,21.59297124600639
1032,chick-fil-a,sides,salads,Southwest Chargrilled Salad,240,26,18,820.0,21.59297124600639
1033,chick-fil-a,sides,salads,Tortilla Strips,80,1,8,50.0,21.59297124600639
1034,chick-fil-a,sides,salads,Chargrilled Chicken Cool Wrap,410,33,50,1300.0,21.59297124600639
1035,chick-fil-a,sides,salads,Chicken Caesar Cool Wrap,460,39,47,1520.0,21.59297124600639
1036,chick-fil-a,sides,salads,Spicy Chicken Cool Wrap,410,35,48,1380.0,21.59297124600639
1037,chick-fil-a,sides,side items,Carrot & Raisin Salad,390,2,59,230.0,21.59297124600639
1038,chick-fil-a,sides,side items,Chicken Salad Cup,350,27,6,1100.0,21.59297124600639
1039,chick-fil-a,sides,side items,Cole Slaw,580,3,31,450.0,21.59297124600639
1040,chick-fil-a,sides,side items,Fruit Cup: large,100,1,27,0.0,21.59297124600639
1041,chick-fil-a,sides,side items,Hearty Breast of Chicken Soup: large,220,12,30,1760.0,21.59297124600639
1042,chick-fil-a,sides,side items,Side Salad,70,5,5,110.0,21.59297124600639
1043,chick-fil-a,sides,side items,Waffle Potato Fries: large,430,5,50,210.0,21.59297124600639
1044,chick-fil-a,sides,side items,Yogurt Parfait,230,6,44,60.0,21.59297124600639
1045,chick-fil-a,sides,side items,Yogurt Parfait with Chocolate Cookie Crumbs,240,7,47,75.0,21.59297124600639
1046,chick-fil-a,sides,side items,Yogurt Parfait with Granola,290,7,54,70.0,21.59297124600639
1047,jack-in-the-box,entrees,healthy dining,Chicken Fajita Pita made w/ Whole Grain (no salsa),320,24,33,533.3369853917662,3.0
1048,jack-in-the-box,entrees,healthy dining,Chicken Teriyaki Bowl,690,27,133,533.3369853917662,36.0
1049,jack-in-the-box,entrees,healthy dining,Chiquita Apple Bites w/ Caramel,70,0,17,533.3369853917662,13.0
1050,jack-in-the-box,entrees,healthy dining,Grilled Chicken Salad,250,28,14,533.3369853917662,6.0
1052,jack-in-the-box,entrees,healthy dining,Jr. Jack,320,14,33,533.3369853917662,6.0
